English,Hindi
pseudocode,छद्‌म कूट
pseudometric,छद्‌म दूरीक
pseudometric space,छद्‌म दूरीक समष्टि
pseudonorm,छद्‌म मानक
pseudonorm topology,छद्‌म मानक संस्थिति
pull," अभिकर्ष  , अभिकर्षण , अपकर्ष"
pulley,"पुली, घिरनी, कप्पी"
punched card,छिद्रित कार्ड
punch card machine,पंच कार्ड मशीन
punching machine,पंचींग मशीन
pure bending,शुद्‌ध बंकन
pure decimal,शुद्‌ध दशमलव
pure geometry,शुद्‌ध ज्यामिति
pure induction,शुद्‌ध आगमन
purely transcendental,शुद्‌धतः अबीजीय
pure mathematics,शुद्‌ध गणित
pure number,संख्यामात्र
pure strategy,अविकल्पी युक्ति
pyramid,पिरैमिड
pyramidal solid,पिरैमिडी घनाकृति
pyramidal surface,पिरैमिडी पृष्ठ
Q.E.D.,इति सिद्धम्
quadrangle,चतुष्कोण
quadrangular prism,चतुर्भुजी प्रिज्म
quadrant," चतुर्थाश , वृत्त पाद"
quadratic," वर्ग , द्विघात
 , द्विसमलंबाक्ष"
quadratic cost,द्विघात लागत
quadratic cost function ,द्विघात लागत फलन
quadratic curve,द्विघात वक्र
quadratic equation,द्विघात समीकरण
quadratic expression,द्विघात व्यंजक
quadratic form,द्विघाती समघात
quadratic function,द्विघाती फलन
quadratic functional,द्विघात फलनक
quadratic interpolation ,द्विघात अंतर्वेशन
quadratic objective function,द्विघाती उद्‌देश्य फलन 
quadratic programming ,"द्विघाती क्रमादेशन, द्विघाती प्रोग्रामन"
quadratic reciprocity ,द्विघाती व्युत्क्रमणीयता नियम
quadratic surface,द्विघाती पृष्ठ
quadratic term,द्विघाती पद
quadrature formula,क्षेत्रकलन-सूत्र
quadrilateral,चतुर्भुज
qualitative analysis,गुणात्मक विश्लेषण
quality control,गुणता नियन्त्रण
quantum mechanics,क्वान्टम यांत्रिकी
quantum number,क्वान्टम संख्या
quantum statistics ,क्वान्टम सांख्यिकी
quarter ," चतुर्थांश, चौथाई , क्वार्टर"
quartic,चतुर्घाती
quartile,चतुर्थक
quasi linear constitutive equation,रैखिककल्प संरचक  समीकरण
quasi regular,नियमितकल्प
quaternion,चतुष्टयी
queue length,पंक्त लम्बाई
queuing model,पंक्ति निदर्श
queuing problem,पंक्ति समस्या
queuing process,पंक्ति प्रक्रम
queuing system,पंक्ति प्रणाली
queuing theory,पंक्ति सिद्‌धांत
quintile,पंचमक
quintuplet,पंचक
quotation,"निवेदित दर, निवेदित मूल्य"
quotient," भागफल , विभाग"
quotient field,विभाग क्षेत्र
quotient group,विभाग समूह
quotient law,भागफल-नियम
quotient set,विभाग समुच्चय
quotient space,विभाग समष्टि
quotient topology,विभाग संस्थिति 
radial,त्रिज्य
radian,रेडियन
radian measure,रेडियन माप
radical,करणी
radical axis,मूलाक्ष
radical sign,करणी चिह्न
radius,त्रिज्या
radius of convergence,अभिसरण त्रिज्या
radius of curvature,वक्रता त्रिज्या
radius vector,"ध्रुवांतर, ध्रुवांतर रेखा"
radix,मूलांक
random error,यादृच्छिक त्रुटि
random function,यादृच्छिक फलन
randomization,यादृच्छिकरीकरण
randomised blocks,यादृच्छिकरीकृत खंडक
random model,यादृच्छिक निदर्श
random number,यादृच्छिक संख्या
random sampling,यादृच्छिक प्रतिचयन
random variable,यादृच्छिक चर
range," परास , परिसर 
 , माला, श्रेणी"
range of convergence,अभिसरण परिसर
range of integration,समाकलन परिसर
range of relation,संबंध परिसर
range space,परिसर समष्टि
rank,कोटि
rank correlation,कोटि सहसंबंध
rank of matrix,आव्यूह की कोटी
rank order statistics,कोटि-क्रम प्रतिदर्शज
rate of change,परिवर्तन-दर
rate of convergence,अभिसरण-दर
Ratio,अनपातु
Rational,परिमेय
rational expression,परिमेय व्यंजक
rational field,परिमेय क्षेत्र
rational function,परिमेय फलन
rationalisation of the denominator,हर का परिमेयकरण
rational number,परिमेय संख्या
rational number field,परिमेय संख्या क्षेत्र
rational operation,परिमेय संक्रिया
ratio test,अनपातु परीक्षण
raw data,"असंंसाधित दत्त, यथा प्राप्त उपात्त"
ray," रश्मि, किरण , पख-अर , रे, शंकुश
 , अर्धरेखा , अर"
ray vector,किरण सदिश
real,वास्तविक
real axis,वास्तविक अक्ष
real continuum,वास्तविक सांतत्यक
real line,वास्तविक रेखा
real linear vector space,वास्तविक रैखिक सदिश समष्टि
real matrix,वास्तविक आव्यूह
real number,वास्तविक संख्या
real number field,वास्तविक संख्या क्षेत्र
real part,वास्तविक भाग
real polynomial,वास्तविकबहुपद
real quadratic,वास्तविक द्विघाती
real root,वास्तविक मलू
real space,वास्तविक समष्टि
real time system,वास्तविक काल प्रणाली
real valued function,वास्तविक मान फलन
real variable,वास्तविक चर
real vector space,वास्तविक सदिश समष्टि
reciprocal,"व्युत्क्रम, अन्योन्य, पारस्परिक"
reciprocal matrix,व्युत्क्रम आव्यूह
rectangle,आयत
rectangular,"आयताकार, समकोणिक, समकोणीय"
rectangular array,आयताकार सारणी
rectangular axis,"समकोणिक अक्ष, समकोणिक निर्देशाक्ष"
rectangular density function,आयतीय घनत्व फलन
rectangular hyperbola,समकोणीय अतिपरवलय
rectangular matrix,आयताकार आव्यूह
"rectangular parellelopiped 
 (cuboid)","आयतफलकरी 
 समांतरषट्फलक, समकोणिक 
 समांतरषट्फलक"
rectifiable curve,चापकलनीय वक्र
recurrence formula,पुनरावृत्ति  सूत्र
recurring decimal,आवर्त दशमलव
recursion formula,प्रतिवर्तन सूत्र
reduced echelon form,समानीत सोपानक रूप
reductio-ad-absurdum,असंगनत प्रदर्शन
reduction formula,"लघकरण सूत्र, समानयन सूत्र"
reference line,"संदर्भ रेखा, निर्देश रेखा"
reference point,निर्देश बिंदु संदर्भ बिंदु
reflected wave,परावर्तित तरंग
reflection,परावर्तन
reflexive law,स्वतुल्य नियम
region of convergence,अभिसरण प्रदेश
region of divergence,अपसरण प्रदेश
region of integration,समाकलन प्रदेश
regression analysis,समाश्रयण विश्लेषण
regression curve,समाश्रयण वक्र
regression equation,समाश्रयण समीकरण
regression line,समाश्रयण रेखा
regression model,समाश्रयण निदर्श
regular curve,नियमित वक्र
regular hexagon,सम षट्भजु
regular matrix,नियमित आव्यूह
regular tetrahedron,सम चतुष्फलक
relative complement,सापेक्ष पूरक
relative maximum,आपेक्षिक उच्चतम
relative minimum,आपेक्षिक निम्नतम
relative probability (conditional probability),आपेक्षिक प्रायिकता
relative velocity,आपेक्षिक वेग
Relativity," आपेक्षिकता, रिलेटिविटी , आपेक्षिकी"
relativity theory,आपेक्षिकता सिद्धांत
reliability,विश्वसनीयता
reliability problem,विश्वसनीयता समस्या
remainder term,अवशेष पद
remainder theorem,शेषफल-प्रमेय
repeated limit,पुऩरावृृत्त सीमा
repeated Riemann integral,पुऩरावृृत्त रीमान-समाकल
representation,निरूपण
Residue,"अवशिष्ट, अवशेष"
residue at a pole,अनंतक पर अवशेष
resolution," वियोजन , खंडन 
 , विभेदन"
resolution of forces,बल-वियोजन
resolution of velocities,वेग-वियोजन
resultant," परिणामी , निराकरण फल"
resultant force,परिणामी बल
resultant vector,परिणामी सदिश
revised simplex technique,संशोधित एकल प्रविधि
rhombus,समचतुर्भुज
Riemann integral,रीमान-समाकल
right angle,"समकोण, लम्बकोण"
right angled triangle,समकोण त्रिभुज
right circular cone,लंब वृत्तीय शंकु
right coset,दक्षिण सहसमुच्चय
right cylinder,लंबवृत्तीय बेलन
right handed,दक्षिणावर्ती
right inverse,दक्षिण प्रतिलोम
rigorous proof,"परिशुद्ध प्रमाण, परिशुद्ध उपपत्ति"
ring,"वलय, रिंग"
ring of integers,पूर्णांक वलय
R-integrable,R-समाकलनीय
root,"मूल, जड़"
root mean square,वर्ग-माध्य मूल
root of a polynomial,बहुपद का मूल
rotation," घूर्णन , आवर्तन"
rounding error,निकटन त्रुटि
row,पंक्ति
row-by-column multiplication,पंक्ति-स्तंभ गुणन
row equivalence,पंक्ति तुल्यता
row matrix,पंक्ति आव्यूह
row rank,पंक्ति कोटि
saddle point,पल्याण बिंदु
sample,"प्रतिदर्श, नमूना"
sample means,प्रतिदर्श माध्य
sample point,प्रतिदर्श बिंदु
sample size,प्रतिदर्श आमाप
sample space,प्रतिदर्श समष्टि
sample standard deviation,प्रतिदर्श-मानक-विचलन
sample survey,प्रतिदर्श सर्वेक्षण
sample variance,प्रतिदर्श प्रसरण
sampling," प्रतिदर्शी (वि.) , प्रतिचयन (सं.)"
sampling distribution,प्रतिदर्शी बंटन
sampling error,प्रतिचयन-त्रुटि
sampling interval,प्रतिचयन-अंतराल
sampling method,प्रतिचयन विधि
sampling theory,प्रतिचयन सिद्धांत
sampling with replacement,प्रतिस्थापन सहित प्रतिचयन
scalar,"अदिश, स्केलर"
scalar field,अदिश क्षेत्र
scalar matrix,अदिश आव्यूह
scalar multiple,अदिश गुणज
scalar multiplication,अदिश गुणन
scalar product,अदिश गुणनफल
scalar quantity,अदिश राशि
scalar triple product,अदिश त्रिक गुणनफल
scelene triangle,विषमबाहु त्रिभुज
scattered diagram,प्रकीर्ण आरेख
Schrodinger equation,श्रोडिन्गर समीकरण
seasonal fluctuation,"ऋतुनिष्ठ उच्चावचन, मौसमी उतार-चढ़ाव"
secant," छेदक, छेदक रेखा , सीकेन्ट, व्युत्क्रम कोटिज्या"
secant method,छेदिका विधि
second derivative,द्वितीय
second order,द्वितीय क्रम (द्वितीय प्रकार का)
section," अनुभाग, खंड , परिच्छेद, काट, सेक्शन"
sector,"अवखंड, त्रिज्यखंड, सेक्टर"
segment of a curve,वक्र खंड
self — adjoint,स्वसंलग्नन
self adjoint operator,स्वसंलग्न संकारक
self — conjugate,स्वसंयुग्मी
semiaxis,अर्धाक्ष
semicircle,अर्धवृत्त
semi - definite matrix,सामिनिश्चित मैट्रिक्स
semi - definite quadratic form,सामिनिश्चित द्विघाती
semigroup,सामिसमुह
semi - interval,अर्ध अंतराल
semi major axis,अर्थ दीर्घ अक्ष
semi minor axis,अर्ध लघु अक्ष
separable polynomial,पृथक्करणीय बहुपद
separation of variables,चर पृथक्करण
sequence,अनुक्रम
sequencing theory,अनुक्रमण सिद्धांत
sequential analysis,आनुक्रमिक विश्लेषण
sequential sampling,आनुक्रमिक प्रतिचयन
serial correlation,श्रेणीगत सहसंबंध
series," श्रेणी , माला , सीरीज"
set," समुच्चय , पवन दिशा, धारा दिशा , जम जाना, जमाना (क्रि.)"
sextant,सेक्सटैन्ट
Shewhart control charts,शेवहार्ट नियंत्रण चार्ट
sign," चिह्न , राशि"
signature of a matrix,आव्यूह का चिन्हक
signature of quadratic form,द्विघाती समघात का चिन्हक
signed number,सचिन्ह संख्या
significance level,सार्थकता स्तर
significance test,सार्थकता परीक्षण
significant digit,सार्थक अंक
sign test,चिन्ह परीक्षण
signum function,चिन्ह फलन
similar ellipses,समरूप दीर्घवृत्त
similar figures,समरूप आकृति
similarity," सादृश्य , समरूपता"
similar matrices,समरूप आव्यूह
simple closed curve,सरल संवृत वक्र
simple correlation,सरल सहसंबंध
simple harmonic motion,सरल आवर्त गति
simple random sampling,सरल यादृच्छिक प्रतिचयन
simplex,"प्रसमुच्चय, सिम्पलेक्स, एकमुखी, सरल"
simplex algorithm,एकधा कलनविधि
simplex tableau,एकधा सारणी
Simpson's one - third rule,सिम्प्सन का एक-तिहाई नियम
simulation technique,अनुकार प्रविधि
simultaneous differential equations,युगपत अवकल समीकरण 
simultaneous equations,युगपत समीकरण
sine,"साइन, ज्या"
sine curve,"साइन वक्र, ज्या वक्र"
singleton,एकल
single valued function,एकमानी फलन
singular integral,विचित्र समाकल
singularity,"विचित्रता, वैचित्र्य"
singular matrix,अव्युत्क्रमणीय मैट्रिक्स
singular solution,विचित्र हल
size of sample,प्रतिदर्श आमाप
skewed distribution,विषम बंटन
skew-Hermitian matrix,विषम हर्मिटीय आव्यूह
skewness,वैषम्य
skew symmetric matrix,विषम सममित आव्यूह
slack variable,न्यूनतापूरक चर
slope,"ढलान, ढाल, प्रवणता"
slope gradient,ढाल प्रवणता
small brackets,"लघुकोष्ठक, लघु बंधनी"
smooth curve,निष्कोण वक्र
smooth function,मसृण फलन
smoothing of time series,सौर परिवार
solar system,
solenoidal vector,परिनालिकीय सदिश
solid," ठोस, पिंड , घनाकृति"
solid geometry,"घन ज्यामिति, त्रिविम ज्यामिति"
solution," हल , साधन"
solution in series,श्रेणी रूप हल
solution matrix,हल आव्यूह
solution of a triangle,त्रिभुज का हल
solution space,हल समष्टि
Sonine polynomial,सोनाइन बहुपद
space," आकाश, अंतरिक्ष, दिकस्थान, अवकाश , समष्टि"
space curve,आकाश वक्र
spanning set,जनक समुच्चय
spatial correlogram,स्थानीय सहसंबंध चित्र
special linear group,विशिष्ट रैखिक समूह
special orthogonal group,विशिष्ट लांबिक समूह
specific gravity,"विशिष्ट घनत्व, आपेक्षिक घनत्व"
spectral mapping theorem,मानावल्लीय प्रतिचित्रण प्रमेय
spectrum of a function,फलन की मानावली 
sphere,"गोला, गोलक"
spherical coordinate system,गोलीय निर्देशांक प्रणाली
spherical polar coordinate,गोलीय धुवीय निर्देशांक
spherical triangle,गोलीय त्रिभुज
spherical trigonometry,गोलीय त्रिकोणमिति
spiral,सर्पिल
square," वर्ग , स्कवेयर"
square brackets,"गुरुकोष्ठक, गुरुबंधनी"
square integrable,वर्ग समाकलनीय
square matrix,वर्ग आव्यूह
square root,वर्गमूल
stage of sampling,प्रतिचयन का चरण
staircase function,सोपान-फलन
standard deviation,मानक विचलन
standard inner product,मानक आंतर गुणनफल
state of equilibrium,साम्यावस्था
stationary curve,स्तब्ध वक्र
stationary point,स्तब्ध बिंदु
stationary value,स्तब्ध मान
statistic,"प्रतिदर्शज, आंकड़ा"
statistical,सांख्यिकीय
statistical data,सांख्यिकीय आंकड़े
statistical distribution,सांख्यिकीय बंटन
statistical hypothesis,सांख्यिकीय परिकल्पना
statistical inference,सांख्यिकीय अनुमिति
statistical model,सांख्यिकीय निदर्श
statistical population,सांख्यिकीय समष्टि
statistical quality control,सांख्यिकीय गुणता-नियंत्रण 
statistics," सांख्यिकी , आंकड़े"
steady,"अपरिवर्ती, अचर, स्थिर, स्थायी"
steady state solution,स्थायी अवस्था हल
steep ascent (of a curve),अधिक प्रवण आरोह
steepest ascent design,प्रवणतम-आरोहण अभिकल्पना
steepest descent,प्रवणतम अवरोहण
step function,"पग-फलन, सोपान फल्लनन"
Stirling series,स्टर्लिंग श्रेणी
stochastic,"स्टोकैस्टिक, प्रसंभाव्य"
stochastic matrix,प्रसंभाव्य आव्यूह
stochastic model,प्रसंभाव्य निदर्श
stochastic programming,प्रसंभाव्य प्रोग्रामन
stochastic variable,प्रसंभाव्य चर
Stokes’ theorem,स्टोक्स प्रमेय
straight line,"सीधी रेखा, ऋजु रेखा, सरल रेखा"
strata chart,"स्तरी चार्ट, पट्टीदार चार्ट"
stratification," स्तरण , स्तरविन्यास"
stratified sampling,स्तरित प्रतिचयन
stream-line,"प्रवाह-रेखा, धारा-रेखा"
stress,प्रतिबल
strictly convex function,दृढ़तः अवमुख फलन
strictly decreasing,निरंतर हृासमान
strictly increasing,निरंतर वर्धमान
strictly monotonic function,निरंतर एकदिष्ट फलन
"Student's test (Student's ""t"" test)",स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण)
sub-collection,उपसंग्रह
sub determinant,अव-सारणिक
subfield,उपक्षेत्र
subgroup,"उपवर्ग, उपसमृूह, उपग्रुप"
sub-interval,उपांतराल
submatrix,"उपमैट्रिक्स, उपाव्यूह"
subscript,"पादांक, पादाक्षर, पादलिपि"
subsequence,उपानुक्रम
subset,उपसमुच्चय
subspace,उपसमष्टि
substitution,प्रतिस्थापन
subtangent,अधः स्पर्शी
subtend,"कक्षांतरित करना, अंतरित करना"
subtract,"घटाना, व्यवकलन करना"
subtraction,"व्यवकलन, घटाना"
successive,उत्तरोत्तर
successive differentiation,उत्तरोत्तर अवकलन
successive integration,उत्तरोत्तर समाकलन
successor,परवर्ती
suffix,अनुलग्न
sum," योगफल, जोड़, संकलन फल , धनराशि"
sum function,योग फलन
summable,संकलनीय
summand,योगखंड
summation,संकलन
summation convention,संकलन-परिपाटी
summation formula,संकलन सूत्र
summation of series,श्रेणी-संकलन
summation sign,संकलन चिन्ह
sum to infinity,अनंत तक योग
superscript,"मूर्धांक, मूर्धाक्षर"
superset,अधिसमुच्चय
supersonic flow,पराध्वनिक प्रवाह
supplementary angle,संपूरक कोण
supporting hyperplane,आलंबक ऊनविम समतल
support of function,फलन का आलंब
suppose,"कल्पना करना, मान लेना"
supremum,उच्चक
surd,करणी
surface," पृष्ठ , बहिर्तल , सतह, धरातल"
surface area,पृष्ठीय श्रेत्रफल
surface integral,पृष्ठ-समाकल
surjection,आच्छादन
surjective,आच्छादी
surjective map,आच्छादी प्रतिचित्र
symbol,प्रतीक
symbolic logic,प्रतीकात्मक तर्क
symbolic model,प्रतीकात्मक निदर्श
symmetric,सममित
symmetrical,सममितीय
symmetric determinant,"सममित सारणिक, सममित डिटर्मिनन्ट"
symmetric difference,सममित अंतर
symmetric matrix,सममित मैट्रिक्सि
system analysis,"तंत्र विश्लेषण, प्रणाली विश्लेषण"
systematic sampling,क्रमबद्ध प्रतिचयन
table,"सारणी, टेबल"
tableau,"टेब्लो, सारणी"
table of integrals,समाकल सारणी
tabular,"सारणीबद्ध, सपाट"
tabular form,सारणीबद्ध फार्म
tabular logarithm,"सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म"
tabulate,सारणीबद्ध करना
tabulated value,सारणीबद्ध मान
tabulation,सारणीयन
tabulator," सारणित्र, सारणी यंत्र , सारणीयक"
tail,"पुच्छ, पूँछ"
tail area (of distribution),पुच्छ क्षेत्र (बंटन का)
tangency,स्पर्शिता
tangent," स्पर्श रेखा , स्पर्शी , स्पर्शज्या, टैन्जैंट"
tangent hyperplane,स्पर्श ऊनविम समतल
tangential,"स्पर्शीय, स्पर्श रेखीय"
tangential component,स्पर्श रेखीय घटक
tangential section,स्पर्श रेखीय काट
tangent line,स्पर्श रेखा
tangent plane,"स्पर्श तल, स्पर्श समतल"
tangent space,स्पर्शी समष्टि
tape punch,टेप पंच
tape reader,टेप पठित्र
Tauberian theorem,टाउबरी प्रमेय
Taylor's theorem,टेलर प्रमेय
Tchebychev metric,शेबीशेव दूरीक
t-distribution,t-बंटन
telescopic series,अंतःसर्पी श्रेणी
temporal coordinates,कालिक निर्देशांक
temporal relationship,कालिक संबंध
temporal variable,कालिक चर
tensile strength,तनन-सामर्थ्य
tensor,"प्रदिश, टेन्सर"
tensor analysis,प्रदिश विश्लेषण
tensor product,प्रदिश गुणनफल
tentative formulation,अस्थायी संरूपण
term,पद
terminal condition,अंत्य प्रतिबंध
terminal velocity dive,अंतिम वेग गोता
terminating decimal,सांत दशमलव
term values,पद मान
termwise differentiation,पदशः अवकलन
termwise integration,पदशः समाकलन
ternary,"त्रिअंगी, त्रिआधारी"
test,परीक्षण
test for homogeneity of variances,प्रसरण समांगता का परीक्षण
test function,परीक्षण फलन
test of hypothesis,परिकल्पना-परीक्षण
test of significance,सार्थकता-परीक्षण
test statistics,परीक्षण प्रतिदर्शज
tetrahedral,चतुष्फलकीय
tetrahedral angle,चतुष्फलकीय कोण
tetrahedron,चतुष्फलक
theorem,प्रमेय
theorem of residues,अवशेष-प्रमेय
theoretical demand function,सैद्धांतिक माँग फलन
theoretical discrete distribution,सैद्धांतिक असंतत बंटन
theoretical error,सैद्धांतिक त्रुटि
theoretical fit,सैद्धांतिक समंजन
theoretical formulation,सैद्धांतिक संरूपण
theoretical frequency,सैद्धांतिक बारंबारता
theoretically,"सैद्धांततः, सिद्धांत रूप से"
theoretical model,सैद्धांतिक निदर्श
theoretical treatment,सैद्धांतिक निरूपण
theory of equations,समीकरण सिद्धांत
theory of errors,त्रुटि सिद्धांत
theory of estimation,आकलन सिद्धांत
theory of functions,फलन सिद्धांत
theory of games,खेल सिद्धांत
theory of gravitation,गुरुत्वाकर्षण-सिद्धांत
theory of information,सूचना सिद्धांत
theory of replacement (= theory of failure),प्रतिस्थापन सिद्धांत
theory of sets,समुच्चय-सिद्धांत
theory of waiting lines(= queuing theory),पंक्ति सिद्धांत
theory of waves,तरंग सिद्धांत
Thermodynamic,ऊष्मागतिक
thread of a screw,पेच की चूड़ी
three dimensional,त्रिविम
three dimensional vector analysis,त्रिविम सदिश विश्लेषण
three-way classification,त्रिधा वर्गीकरण
throw,"प्रक्षेप, पात"
thrust," प्रणोद , क्षेप"
time,"समय, काल, अवधि"
time axis,काल-अक्ष
time dependence,कालाश्रितता
time-dependent constitutive equation,कालाश्रित संरचक समीकरण
time-dependent process,कालाश्रित प्रक्रिया
time-independent term,समय-निरपेक्ष पद
time interval,काल अंतराल
time series,काल श्रेणी
time series analysis,काल-श्रेणी विश्लेषण
time series data,काल श्रेणी न्यास
time sharing system,कालभागी तंत्र
tolerance,"सहयता, सहन"
tolerance interval,सहयता अंतराल
tolerance level,सहय तल
tolerance limit,"सहयता सीमा, सहन सीमा"
topological,सांस्थितिक
topological dual,सांस्थितिक द्वैत
topological group,सांस्थितिक समूह
topological isomorphism,सांस्थितिक तुल्याकारिता
topological linear space,सांस्थितिक रैखिक समष्टि
topologically,सांस्थितिकतः
topological mapping,सांस्थितिक प्रतिचित्रण
topological property,सांस्थितिक गुणधर्म
topological space,सांस्थितिक समष्टि
topological vector space,सांस्थितिक सदिश समष्टि
topology,"संस्थिति-विज्ञान, सांस्थितिकी"
torsion,"मरोड़, विमोटन, ऐंठन"
torus,"वृत्तज ठोस-वलय, टोरस"
total,"जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)"
total derivative,संपूर्ण अवकलज
total differential,संपूर्ण अवकल
total differential equation,संपूर्ण अवकल समीकरण
total inspection,संपूर्ण निरीक्षण
totally bounded,संपूर्णतया परिबद्ध
totally ordered set,संपूर्णतया क्रमित समुच्चय
total ordering,संपूर्ण क्रमीकरण
trace," अनुरेख, अनुरेखण (सं.) , संछेद (सं.), अनुरेखण करना (वि.)"
trace of matrix,आव्यूह का अनुरेख
tracing,"अनुरेखण, अक्स अंकन"
trade off function,विनियम फलन
trajectory," प्रक्षेप-पथ, प्रपथ , संछेदी"
transcendental,अबीजीय
transcendental equation,अबीजीय समीकरण
transcendental function,अबीजीय फलन
transcendental number,अबीजीय संख्या
transfer,"स्थानांतरण, अंतरण"
transfer function,अंतरित फलन
transfinite induction,परिमितातीत आगमन
transfinite number,परिमितातीत संख्या
transform,रूपांतर
transformation formula,रूपांतरण-सूत्र
transformation matrix,रूपांतरण आव्यूह
transformation of coordinates,निर्देशांकों का रूपांतरण
transformed function,रूपांतरित फलन
transformed matrix,रूपांतरित आव्यूह
transshipment problem,पोत-परिवहन समस्या
transient behaviour,क्षणिक आचरण
transient solution,क्षणिक हल
transition,संक्रमण
transition matrix,संक्रमण आव्यूह
transitive,संक्रामक
transitive law,संक्रमण-नियम
transitive relation,संक्रामक संबंध
transitivity,संक्रामिता
transitivity set,संक्रामिता-समुच्चय
translation,स्थानांतरण
transportation cost,परिवहन लागत
transportation problem,परिवहन समस्या
transportation time,परिवहन काल
transport equation,अभिगमन-समीकरण
transposed matrix,परिवर्तित आव्यूह
transpose of a matrix,आव्यूह-परिवर्त
transposition,पक्षांतरण
transversality,अनुप्रस्थता
transversality condition,अनुप्रस्थता प्रतिबंध
transverse,"अनुप्रस्थ, आड़ा"
transverse motion,अनुप्रस्थ गति
trapezium,"समलंब, ट्रैपीजियम"
trapezoid,समलंबाभ
trapezoidal prism,समलंब-प्रिज्म
treatment," प्रशोधन , उपचार"
tree diagram,वृक्षारेख
trend,"प्रवृत्ति, उपनति"
trend line,उपनति रेखा
trend value,उपनति मान
triadic,त्रयक
trial," जाँच, परख , अभिप्रयोग"
trial function,अभिप्रायोगिक फलन
triangle,"त्रिभुज, त्रिकोण"
triangle inequality,त्रिभुज असमिका
triangle of velocity,वेग-त्रिभुज
triangle symbol,त्रिभुज-प्रतीक
triangle system,त्रिभुज पद्धति
triangulability,त्रिभुजनीयता
triangular,"त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार"
triangular matrix,त्रिभुजीय आव्यूह
triangulation,"त्रिभुजन, त्रिकोणीयन"
trichotomy,त्रिभाजन
tridiagonal,त्रिविकर्णी
trigonometric,त्रिकोणमितीय
trigonometric curve,त्रिकोणमितीय वक्र
trigonometric equation,त्रिकोणमितीय समीकरण
trigonometric function,त्रिकोणमितीय फलन
trigonometric identity,त्रिकोणमितीय सर्वसमिका
trigonometric series,त्रिकोणमितीय श्रेणी
trigonometric solution,त्रिकोणमितीय हल
trigonometric transformation,त्रिकोणमितीय रूपांतरण
trigonometry,त्रिकोणमिति
triple,"त्रिगुण, त्रिधा, त्रि-,त्रिशः, त्रिक, त्रितः"
triple integration,त्रिशः समाकलन
triplet,त्रिक
trisect,समत्रिभाजित करना
trisection,समत्रिभाजन
trisection of an angle,कोण का समत्रिभाजन
trivial form,तच्छ रूप
trivial topology,तुच्छ संस्थिति
tropic of Cancer,कर्क-रेखा
tropic of Capricorn,मकर-रेखा
troposphere,क्षोभमंडल
true mean,यथार्थ माध्य
true mode,यथार्थ बहुलक
truncated,"लूनाग्र, रुंडित"
truncated cone,"रुंडित शंकु, छिन्न शंकु"
truncated distribution,छिन्न बंटन
truncated frequency distribution,छिन्न बारंबारता बंटन
truncation,"छेदन, छिन्नकरण, रुंडन, लूनाग्रता"
truncation error,रुंडन
truth,"यथार्थता, सत्यता"
truth function,सत्यमान फलन
truth table,सत्यमान सारणी
truth value,सत्यमान
t-statistic,t-प्रतिदर्शज
t-test,t-परीक्षण
turbulence theory,प्रक्षोभ सिद्धांत
turning point,वर्तन बिंदु
twist,"ऐंठन, मरोड़, व्यावर्तन , ट्विस्ट"
twisted curve,"व्यावर्तित वक्र, असमतली वक्र"
two dimensional,द्विविम
two dimensional continuous distribution,द्विविम संतत बंटन
two dimensional vector,द्विविम सदिश
two fold classification,द्विवर्गीकरण
two parameter family,द्विप्राचन परिवार
two person game,द्विव्यक्तीय खेल
two phase method,द्विचरण विधि
two phase sampling,द्वि-प्रावस्था प्रतिचयन
two point boundary condition,द्विबिंदु परिसीमा प्रतिबंध
two sided F-test,द्वि-पुच्छी F-परीक्षण
two sided normal test,द्वि-पुच्छी प्रसामान्य परीक्षण
two sided X-test,द्वि-पुच्छी X-परीक्षण
ultimate value,अंतिम मान
unbiased estimate,अनभिनत आकल
unbiased estimate of population variance,समष्टि प्रसरण का अनभिनत आकल
unbiased linear estimate,अनभिनत रैखिक आकल
unbiased point estimate,अनभिनत बिंदु आकल
unbiased test,अनभिनत परीक्षण
unbounded region,अपरिबद्‌ध प्रदेश
unbounded set,अपरिबद्‌ध समुच्चय
unbounded solution,अपरिबद्‌ध हल
uncertainity principle,अनिश्चितता-सिद्‌धांत
unconditional probability,अप्रतिबंध प्रायिकता
unconstrained relative maximum,अव्यवरोधित आपेक्षिक अधिकतम
uncountable,अगणनीय
uncountable subset,अगणनीय उपसमुच्चय
undetermined,अनिर्धारित
undetermined coefficient,अनिर्धारित गुणांक
unequal,असमान
ungrouped,अवर्गीकृत
ungrouped data,अवर्गीकृत न्यास
uniform,एकसमान
uniform acceleration,"एकसमान त्वरण, अचर त्वरण"
uniform boundedness,एकसमान परिबद्‌धता
uniform convergence,एकसमान अभिसरण
uniform convexity,एकसमान अवमुखता
uniform density,एकसमान घनत्व
uniform distribution,एकसमान बंटन
uniform gravitational field,एकसमान गुरुत्वाकर्षण क्षेत्र
uniformity," एकसमानता , परिवेशक, परिवेश-परिवार"
uniformly best,एकसमान सुष्ठुतम
uniformly continuous extension,एकसमान संतत विस्तार
uniformly convergent,एकसमान अभिसारी
