English,Hindi
abstract arithmatic,"[""अमूर्त बीजगणित (MK),वेग के परिवर्तन की दर। गणित में इसे dv/dt अथवा d∧6.2./dt से व्यक्त किया जाता है(MK), पुंज-बिंदु (MK),1.यथार्थता(MK),ऐसा फलन f(MK),योज्य समूह(MK),पता(MK),भिन्न पदार्थों के अणुओं के सानिध्य से परस्पर आकर्षण से उत्पन्न बल।(MK), मिश्र द्विघात समीकरण(MK),1. वायु स्थैतिकी 2. अवमानिकी(MK),संलग्न अकलन समीकरण(MK),सहखंडज आव्यूह(MK),संलग्न समष्टि(MK),गति विज्ञान की वह शाखा जिसरमे वायु तथा अन्य गैसीय तरलो की गति का तथा इन तरलों के सापेक्ष चलने वाले पिंडो पर लगने वाले बलों का अध्ययन किया जाता है ।(MK),एरोफोयल(MK),एक रूपांतरण जिसमें समीकरण x∧-i =a∨ijx∧i+b∧i  के अनुसार बिंदु x∧i बिंदु x∧-i में परिवर्तित होता है जहाँ अचर aij और b∧i वास्तविक संख्याएं हैं ।(MK),पुंज(MK),सर्वनिष्ठ गुणधर्मो दाला गणितीय अवयरवो का समूह ।(MK),1. बीजगणित : गणित की वह शाखा जिसमें अंकगणितीय संबंधों के व्यापकीकरण एवं समन्वेषण में संख्याओं(MK),1.बीजावली(MK),बीजीय अवयव (MK),संपूर्ण परितंत्र के विकास के सापेक्ष में परितंत्र के एक भाग के विकास का अध्ययन।(MK),एक प्रकाशन जिसमें दिए हुए वर्ष के दिनों(MK), सर्वत्रप्राय(MK),यदि इन बिंदुओं के समुच्चय का माप(MK),खगोल का एक लघु वृत्त जो क्षितिज के समांतर होता है और किसी दिए हुए उन्नतांश के सभी बिंदुओं को मिलाता है।(MK),एकांतरक(MK),एकांतर समूह(MK), एकांतर श्रेणी(MK),1. उन्नतांश 2. शीर्षलंब(MK),एकांतर(MK), वास्तविक बहुरैखिक फलन एकांतर बहुरैखिक फलन कहलाता है यदि किन्हीं दो घटकों के परस्पर विनिमय से फलन के चिन्ह में परिवर्तन हों।(MK),वह अवस्था या गुणधर्म जिसमें दो या अधिक अर्थों का अस्तित्व हो।(MK),1.अनुरूप अभिकलित्र(MK),विश्लेषण(MK),वैश्लेषिक संतति(MK), वैश्लेषिक फलन(MK), सहायक आंकड़े(MK),कोणीय दूरी(MK),कोणीय वेग(MK),कोणीय संवेग(MK), वजानुपात(MK),शून्यकारी(MK),वार्षिक समीकार(MK),वार्षिक लंबन(MK),वलयाकार ग्रहण(MK),परिमास(MK),परिवर्ष(MK),प्रत्यभिसरण बिंदु(MK),1. यदि एक संयुक्त (मिश्र) साध्य 'p→q' रूप वाला हो तो p को इस साध्य का पूर्वपद कहते हैं।(MK),वह पृष्ठ अथवा पृष्ठ का वह भाग जिसके प्रत्येक बिंदु पर दोनों मुख्य वक्रता-त्रिज्याएं असमान चिन्हों वाली हों।(MK),वह फलन जिसका अवकलज दिया हुआ फलन हो।(MK),युग्म तारों में से किसी एक तारे की कक्षा में वह स्थान जहाँ यह तारा दूसरे तारे से अधिकतम दूरी पर होता है।(MK),अनावर्ती गति(MK),क्षेत्रीय वेग का समय के सापेक्ष परिवर्तन की दर को क्षेत्रीय त्वरण कहते हैं।(MK),ऐसे दो लाबिक अक्षों का तंत्र जिनमें एक अक्ष संमिश्र संख्या के वास्तविक भाग को निरूपित करता है और दूसरा शुद्ध अधिकल्पित भाग को निरूपित(MK),संख्याओं अथवा राशियों का वह अनुक्रम जिसमें किसी संख्या और उसके ठीक पहले आने वाली संख्या का अंतर सदैव समान रहता हो।(MK),किसी वस्तु या व्यक्ति की वह पहचान जो मात्रात्मक या चर के रूप में निरूपणीय न होकर किसी विशेषता की उपस्थिति को सूचित करने वाली हो(MK), 1.स्वकूट(MK),कंप्यूटर का उपयोग(MK),प्रतिच्छेदी सरल रेखाएँ जिनका प्रयोग कार्तीय ज्यामिति में निर्देश रेखाओं के रूप में किया जाता है।(MK), 1. स्वयंसिद्ध 2. अभिगृहीत (MK),1. स्वयंसिद्ध : वह नियम जिसका प्रमाण स्वयं उसमें ही निहित हो(MK),गणितीय तर्कशास्त्र का निम्नलिखित अभिगृहीत समुच्चयों के किसी संग्रह में प्रत्येक समुच्चय के एक खास अवयव को चुनने की एक विधि होती है जिसके अनुसार उस अवयव को उस समुच्चय के आपेक्षिक अवयव के रूप में विनिर्दिष्ट कर सकते हैं। यदि समुच्चयों का कोई संग्रह a दिया हुआ हो तो एक ऐसे फलन f(s) का निर्धारण कर सकते हैं कि a के प्रत्येक समुच्चय s के लिए f(s) उसका एक अवयव होता है। पर्याय - जर्मेलो - अभिगृहीत(MK),यह अभिगृहीत कि वास्तविक संख्या-अक्ष के प्रत्येक बिंदु की संगति में एक (परिमेय अथवा अपरिमेय) वास्तविक संख्या का अस्तित्व होता है।(MK),1. एक सरल रेखा जिसकी चारों तरफ कोई पिंड अथवा त्रिविम आकृति घूर्णन करती है(MK),क्षितिज के दक्षिण बिंदु से पश्चिम की ओर क्षितिज के अनुदिश उस स्थान तक अंशों में मापी गई दूरी जहाँ तारे अथवा किसी अन्य खगोलीय पिंड सेहोकर जाने वाला ऊर्ध्वाधर वृत्त क्षितिज से मिलता है।(MK),y = f(x) की अंतर-तालिका के संदर्भ में राशि 𝛻f(x)= f(x)-f(x-h)(MK),पश्चांतर की परिभाषा 𝛻f(x) (x) = f(x) - f(x-h) में आने वाला संकारक 𝛻जिसका प्रयोग अंतर्वेशन की समस्याओं में किया जाता है।(MK),1. व्यवकलन की संक्रिया से प्राप्त फल ।(MK),वह अस्त्र जिसकी उड़ान के प्रारंभिक चरणों में शक्ति दी जाती है और शक्ति हटा लेने के बाद वह एक उच्च वक्रित प्रक्षेप-पथ में चलने लगता है।(MK),वास्तविक (अथवा संमिश्र) क्षेत्र से संबद्ध एक बीजावली जिसकी संगत समष्टि बानाख समिष्टि हो और जिसके दो अवयवों x और(MK),एक पूर्ण मानकित रैखिक समष्टि । दे० normed linear space(MK),ऐसा संचित्र जिसमें विभिन्न घटकों के योग के रूप में निरूपित राशियों के विचरण का प्रर्दशन इस प्रकार किया जाता है कि उसमें घटकों का विचरण भी निरूपित होता हो और यह विचरण संचित्र में पट्ट के रूप में दिखाई देता हो।(MK),किसी बंध-पत्र के अंकित मूल्य पर परिकलित एवं अग्रिम रूप से कम किया गया मितीकाटा।(MK),अमरीकी खगोलविद् बर्नार्ड द्वारा 1916 में पता किया गया एक तारा जिसकी निजी गति अभी तक ज्ञात तारों में सर्वाधिक है। इसका कांतिमान 10वीं कोटि का है और सूर्य से केवल 6.1 प्रकाश वर्ष की दूरी पर है।(MK),व्यापार की वह विधा जिसमें एक वस्तु के बदले दूसरी वस्तु की लेन-देन होती है और मुद्राओं का प्रयोग नहीं होता।(MK),1. किसी पिंड का वह बिंदु जिसमें से होकर पिंड के प्रत्येक बिंदु पर लगे हुए गुरुत्वाकर्षण-बलों का परिणामी बल गुजरता है(MK),किसी यूक्लिडीय समष्टि en के किसी बिंदु x = 𝜆0p0+𝜆1p1(MK),1. (संख्या आधार) एक से बड़ी कोई वास्तविक संख्या n जिसका प्रयोग वास्तविक संख्याओं को स्थानात्मक पद्धित में निरूपित करने में किया जाता है। कोई भी संख्या ajn^j के रूप के पदों के परिमित या अनंत योग के रूप में व्यक्त की जाती है जहाँ jऔर a ऐसे पूर्णांक हैं कि 0 <a(MK), त्रिभुज के आधार के दो सिरों पर कोई कोण ।(MK),आधार(MK), बेज-प्रमेय(MK),किसी स्थान से देखने पर किसी वस्तु या बिंदु कीआपेक्षिक क्षैतिज दिशा। इसे प्रायः उत्तर दिशा से दक्षिणावर्त अभिदिशा में 0°  से 360° तक मापा जाता है। कभी-कभी किसी मुख्य दिशा से अगली मुख्य(MK),एक ऐसा तंत्र जिससे वायु की गति का आकलन व प्रतिवेदन किया जाता है।(MK),एक सममित बारंबारता वक्र जो प्रायः किसी संतत बारंबारता बंटन का वक्र होता है और जो आकार में किसी घंटे के ऊर्ध्वाधर परिच्छेद से मिलता जुलता है।(MK),किसी बंक के किसी अनुप्रस्थ परिच्छेद के उदासीन अक्ष के सापेक्ष दंड पर बंकन उत्पन्न करने वाले बलों के तंत्र का परिणामी आघूर्ण।(MK),द्विपद बंटन का दूसरा नाम। दे. binomial(MK),x/1- e^-x अथवा xe^x/e^x -1 के प्रसार में x∧2/∠6.2.MK),किसी धनात्मक अथवा ऋणात्मक पूर्ण संख्या n के लिए(MK),प्रतिदर्श द्वारा प्राप्त सूचना के आधार पर समष्टि- प्राच्लो के आकलनार्थ स्वीकृत किसी निकष के अनुसार की गई तुलना में सबसे उत्तम सिद्ध होने वाला आकलक । पर्याप्तता(MK),समाकल  ∫fx∧m-1(1-x)∧ n-1 dx(MK),सामान्यतः एक ऐसा प्रभाव जो क्रमबद्ध रूप सेकिसी सांख्यिकीय परिणाम की प्रतिनिधान-क्षमताको विकृत करता है। यह प्रभाव किसी यादृच्छिकत्रुटि के प्रभाव से भिन्न है जो सन्दर्भ-विशेष मेंआंकड़ों को विकृत करता है(MK),किसी समुच्चय a से किसी समुच्चय b में एक फलन जो एकैकी और आच्छादी दोनों होता है।(MK),यदि l (u) = 0(MK),निम्नलिखित रूप का एक बहुपद जो चरों x1(MK),एक संख्या जो संयुक्त राष्ट्र अमेरिका और फ्रांस में 1(MK),दो बहुलकों वाला बारंबारता बंटन।(MK),1. द्विआधारीः जिसका आधार 6.2.हो(MK),मूलांक-6.2.से छोटे किसी पूर्णांक को निरूपित करनेके लिए प्रयुक्त कोई संप्रतीक(MK),किसी द्विआधारी संख्या में वह बिंदु जो भिन्नात्मक भाग से पूर्णांकी भाग को पृथक् करता है।(MK),ऐसे दो समीपस्थ तारों का जोड़ा जिनमें से प्रत्येक किसी उभयनिष्ठ गुरुत्व-केन्द्र के चारों ओर परिक्रमण करता हो।(MK),दो पदों वाला एक बहुपद(MK),(x+y)^n के प्रसारण में क्रम से आने वाले गुणांक। उदाहरणार्थः (x+y)^2 = x^2 + 2xy + y^6.2.जिसमें 1(MK),वह सांख्यिकीय बंटन जिससे n स्वतंत्र प्रयत्नों में ठीक बार किसी घटना के घटने की प्रायिकता cq^n-r p^r के रूप में प्राप्त होती है जहाँ p घटना की प्रायिकता है और q = 1-p है। इस बंटन की प्रायिकताएं (q + p)^n के द्विपद प्रसार के क्रमिक पदों द्वारा निरूपित होती हैं। जैसे एक पासे को 10 बार उछालने पर '1' का अंक 6 बाद दिखाई देने की प्रायिकता 10c6 (5/6)^4 (1/6)^6  है।(MK),किसी द्विपद के प्रसार करने की विधि को बताने वाला प्रमेय (a + x)^n = n𝛴i=0 nci a^n-i x^i जहाँ nci एक द्विपद गुणांक है।(MK),किसी आकाशीय वक्र के बिंदु p के संदर्भ में p से होकर जाने वाली वह रेखा जो बिंदु p पर वक्र के आश्लेषी समतल पर अभिलंब होती है।(MK),चार घात वाला कोई बीजीय समीकरण। जैसे x^4+ + ax^3 + bx^2 + cx +d=0(MK),दो बराबर भाग करने वाला(MK),द्वि-आधारी अंक का संक्षिप्त रूप। दे. binary dig(MK),द्विचर(MK),विचरों x1  और x2 के किसी युग्म का बंटन जिसे संतत स्थिति में निम्न रूप में व्यक्त किया जाता है।df = f (x1(MK),जर्मन खगोल शास्त्री बोडे द्वारा सन् 1972 ई. में स्थापित नियम जिसमें सूर्य से ग्रहों की दूरी के लिए एक आनुभविक सूत्र दिया गया है। इस सूत्र के अनुसार सूर्य से प्रत्येक ग्रह की दूरी लगभग 0.4 + 6.2.n-1 x 0.3 खगोलीय मात्रक है(MK),अति उच्च सुग्राही धातु-प्रतिरोध तापमापी जिसका उपयोग तापीय विकिरण नापने के लिए होता है।(MK),किसी संख्या-समुच्चय की वह संख्या जो या तो समुच्चय की प्रत्येक संख्या के बराबर अथवा इससे छोटी हो अथवा वह संख्या जो समुच्चय की प्रत्येक संख्या के बराबर अथवा इससे बड़ी हो। पहली संख्या निम्न परिबंध और दूसरी संख्या उपरि परिबंध है।(MK),जिस पिंड पर से होकर किसी तरल का प्रवाह हो रहा हो उसके पृष्ठ के निकट तरल के मंदित प्रवाह का प्रदेश।(MK),किसी अवकल समीकरण अथवा अवकल समीकरण-तंत्र के हल में आने वाली ऐसी समस्या जिसमें स्वतंत्र चर के कुछ मानों के लिए आश्रित चर पर कुछ विशेष प्रतिबंध दिए हुए होते हैं।(MK)""]"
transcendental,['अबीजीय(MA)']
neutrality,['उदासीनता(PH)']
trigonometric,"['त्रिकोणमितीय(MA),त्रिकोणमितीय(PH)']"
collection,['संग्रह(PH)']
failure,['विफलन(PH)']
transducer,['ट्रांसड्यूसर(IT)']
identification,"['अभिनिर्धारण(CH),अभिनिर्धारण(PH)']"
intersection,"['1. प्रतिच्छेदन(MA),प्रतिच्छेदन(PH)']"
semiconductor,"['अर्धचालक(IT),अर्ध चालक(PH)']"
bridge,"['1.ब्रिज(IT),सेतु(PH)']"
weigh,"['तोलना(MA),तोलना(PH)']"
adapter,['1. अनुकूलक (IT)']
spot,['बिन्दु(PH)']
voltage,['वोल्टता(PH)']
donor,['दाता(CH)']
acceptor,"['1. ग्राही 2. स्वीकारी(CH),ग्राही(PH)']"
stray,['अवांछित(PH)']
fuse,['गलना(PH)']
duplicate,['केय्प्रतिकुंजी(IT)']
breaking,['विभंजन(PH)']
electrostatic,['स्थिर वैद्युत(PH)']
radio,['रेडियो (सं.)(PH)']
substrate,"['1. कार्यद्रव्य 2. अवस्तर(CH),कार्यद्रव(PH)']"
conductor,['चालक(IT)']
bright,"['दीप्त(PH),प्रभास(PH)']"
interval,"[' अंतरण (MA), अंतरण (CH), अंतरण (PH)']"
boron,['बोरॉन(PH)']
repeat,['1.पुनरावृत्त (BT)']
subsidiary,['गौण(PH)']
emissivity,['उत्सर्जकता(PH)']
absorptivity,"['अवशोषकता(CH),अवशोषकता(PH)']"
perpendicular,"['लंब(MA),लंब(PH)']"
diffusivity,['विसरणशीलता(PH)']
melting,['गलन(PH)']
boosting,['अभिवर्धन(CH)']
bend,"['1.मोड़ 6.2.बंक (सं.)(CH),विधा(PH)']"
azimuthal,['दिगंशीय(PH)']
statistical,"['सांख्यिकीय(MA),सांख्यिकीय(CH),सांख्यिकीय(PH)']"
potentiometer,['विभवमापी(PH)']
seal,['बंद करना(PH)']
insert,['निवेश(IT)']
formalism,['विधान वैधिकता (PH)']
brittle,['भंगुर(PH)']
brittleness,"['भंगुरता(CH),भंगुरता(PH)']"
leak,['चूना(PH)']
hit,['1.प्राप्ति(IT)']
symmetrically,['सममिततः(PH)']
compatible,['सुसंगत(IT)']
passive,['अक्रिय(PH)']
wettability,['क्लेदनीयता(CH)']
weber,['(unit) वेबर(PH)']
inertial,"['जड़त्वीय(MA),जड़त्वीय(PH)']"
quadrant,"['1. चतुर्थाश 2. वृत्त पाद(MA),चतुर्थांश(PH)']"
micro,['सूक्ष्म(IT)']
arrester,['प्रग्राही(PH)']
fault,['भ्रंश(PH)']
rupture,"['1. संविदार 2. संविदारण(CH),संविदार(PH)']"
instrumentation,['यंत्रीकरण(PH)']
check,['पड़ताल(PH)']
filter,"['1. फिल्टर(CH),फिल्टर(IT),फिल्टर(PH)']"
year,['वर्ष(MA)']
induced,['प्रेरित(PH)']
inclined,"['आनत(MA),आनत(CH)']"
isolated,['वियुक्त(PH)']
baffle,['बाधिका(CH)']
coaxial,"['समाक्ष(CH),समाक्षीय(IT),समाक्ष(PH)']"
doublet,"['द्विक(CH),द्विक(PH)']"
triplet,['त्रिक(MA)']
concentric,"['संकेंद्री(CH),एककेन्द्रीय(PH)']"
resultant,"['1. परिणामी 2. निराकरण फल(MA),परिणामी(CH),परिणामी(PH)']"
pentad,"['1. पंच 2. पंचसंयुज 3. पंचदिवसावधि(CH),पंचतय(PH)']"
manifolding,['बहुवलन(IT)']
distributed,['वितरित(IT)']
bank,['व्यूह(PH)']
concentrated,['सांद्रित(PH)']
intrinsic,['नैज (इन्हरैट)(PH)']
welding,['वेल्डिंग (विभव)(PH)']
machining,['मशीनन(CH)']
hysterisis,"['शैथिल्य(CH),शैथिल्य(PH)']"
geometrical,['ज्यामितीय(MA)']
dynamical,"['गतिकीय(MA),गतिकीय(PH)']"
suffix,"['अनुलग्न(MA),1. अनुलग्न 2. प्रत्यय(CH)']"
collision,"['संघट्ट(CH),टक्कर(IT),संघट्ट(PH)']"
cooler,['शीतक यंत्र(PH)']
asymmetry,"['असममिति(MA),असममिति(CH)']"
dome,['डोम (PH)']
calibration,['अंशांकन(CH)']
compensate,['क्षतिपूर्ति करना(PH)']
feeder,"['प्रभरक(CH),1.प्रदायक(IT),भरक (PH)']"
blind,['प्रच्छन्न (PH)']
pile,['उत्सूत्र(PH)']
stratification,['1. स्तरण 2. स्तरविन्यास(MA)']
mixer,"['मिश्रक(IT),मिश्रित(PH)']"
eccentric,['उत्केंद्र(PH)']
starter,['प्रवर्तक(PH)']
tap,['टोंटी (सं.)(PH)']
expander,['प्रसारित्र(PH)']
independence,['स्वातंत्र्य(MA)']
fluctuating,['उच्चावचनी(PH)']
calculating,['परिकलन(MA)']
permissible,['अनुमेय(MA)']
isolation,"['विलगन(CH),विलगन(PH)']"
molybdenum,['मॉलिब्डेनम(CH)']
furnace,['भ्राष्ट्र(CH)']
suppose,['कल्पना करना(MA)']
hour,['घंटा(MA)']
electrochemical,['विद्युत-रासायनिक(PH)']
milling,['1. मिलीयन 2. पेषण 3. भ्रमिकर्तन(CH)']
bifurcation,['दविशाखन(CH)']
buckling,"['प्राकुंचन(CH),आकुंचन(PH)']"
saturation,['संतृप्ति(CH)']
jump,"['कुदान(MA),झंप(CH),जंप(IT),कुदान(PH)']"
track,['1.मार्ग(IT)']
nucleation,"['नाभिकन(CH),नाभिकन(PH)']"
alteration,['परिवर्तन(PH)']
cluster,"['गुच्छ(IT),गुच्छ(PH)']"
optimality,['इष्टतमत्व(PH)']
compressible,"['संपीड्य(CH),संपीड्य(PH)']"
majority,['बहुसंख्यक(PH)']
prime,['1. अभाज्य 2. प्रधान(MA)']
address,['पता(IT)']
irregular,"['अनियमित(CH),अनियमित(PH)']"
virulent,['उग्र(BT)']
destruction,['विनाश(PH)']
amplitude,"['1. कोणांक 2. आयाम(CH),कोणांक(PH)']"
oscillation,"['दोलन(MA),दोलन(CH)']"
bar,"['1. स्तंभ(MA),शलाका(CH),स्तंभ(PH)']"
substitution,"['प्रतिस्थापन(MA),प्रतिस्थापन(CH)']"
simplification,['सरलीकरण(CH)']
imaginary,"['1. कल्पित(MA),कल्पित(PH)']"
capacitance,"['धारिता(CH),धारिता(PH)']"
isolate,['वियुक्त(PH)']
compliance,['अनुवृत्ति(PH)']
resonant,['अनुनादी(PH)']
elimination,['निराकरण(CH)']
amplification,"['प्रवर्धन(BT),प्रवर्धन(CH),प्रवर्धन(PH)']"
harmonics,"['प्रसंवादी विश्लेषण(MA),प्रसंवादी विश्लेषण(PH)']"
spiral,"['सर्पिल(MA),सर्पिल(CH),1.पेंचदार(IT)']"
coordinates,['निर्देशांक(MA)']
admittance,"['प्रवेश्यता(CH),प्रवेश्यता(PH)']"
harmonic,"['1. संनादी 2. प्रसंवादी(MA),1.हरात्मक(IT),संनादी(PH)']"
node,"['1. नोड(MA),आसंधि(IT),नोड(PH)']"
absorber,['अवशोषक(PH)']
klystron,['क्लाइस्ट्रॉन(PH)']
trigger,['ट्रिगर(PH)']
entrainment,['संरोहण(CH)']
damping,['अवमंदक(PH)']
spontaneous,"['स्वतः(CH),स्वतः(PH)']"
excited,['उत्तेजित(PH)']
damped,['अवमंदित(PH)']
destructive,['भंजक(PH)']
damp,['1. सीला 2. खनि-गैस डैम्प 3. अवमंदन(CH)']
oscillator,['दोलित्र(PH)']
excitation,"['उत्तेजन(BT),उत्तेजन(CH),उत्तेजन(PH)']"
decoupling,['वियुग्मन(PH)']
excite,['उत्तेजित करना(PH)']
spring,['कमानी(PH)']
stiffness,"['संदृढ़ता(CH),दुर्नम्यता(PH)']"
accumulator,"['संचायक(IT),संचायक(PH)']"
correction,"['संशुद्धि(CH),संशोधन(IT),संशुद्धि(PH)']"
reliable,['विश्वसनीय(IT)']
deduce,"['निगमन करना(MA),निगमन करना(CH)']"
international,['अंतर्राष्ट्रीय(PH)']
division,"['1. भाग(MA),भाग(PH)']"
aeronautics,['वैमानिकी(PH)']
english,"['hindi(MK), hindi (CH),hindi(IT)']"
modulus,"['मापांक(MA),मापांक(CH),मापांक(PH)']"
