English,Hindi
ruff,हुल्लड मचाना
ruffle,झालर;विकलता;परेशानी;घबडाहट
rug,कम्बल;गलीचा;लोई
rugged,ऊंचा-नीचा;विषम;खुरदरा;तेज
ruin,पतन;नाश;भंग;क्षय;विध्वंस
ruinous,बरबाद;नष्ट;उजाडा हुआ
rule,शासन;प्रभुता;अधिकार;नियम
ruler,शासक;अधिष्ठाता;नरेश
ruling,प्रबल;प्रधान;शासन करने वाला
rum,गुड की शराब
rumble,घरघराहट
rummage,खोज;ढूंढ;खूब तलाश करना;खोजना
rumour,चर्चा;अफवाह;गप;लोकवाद
rump,पुट्ठा;पिछला हिस्सा
rumple,सिकुडन;चुन्नट;मोड;झुर्री पडना
run,मार्ग;दौड;बहाव;चाल;छोटी नदी
runaway,भगोडा;भग्गू
rung,सीढी का डंडा
runner,दौडने वाला;डाकिया;हरकारा;दूत
running,घुडदौड का;लगातार;बहता हुआ;सरल
rupee,रूपया;हिन्दुस्तानी रूपया
rupture,कलह;बिगाड;तोड;भंग;चीरफाड
rural,देहाती;गांव का;गंवारू
ruse,जाल;हीला;फरेब;दगा;छलबल;छल
rush,झटपट दौड;नागर;मोथा;सेवार
rusk,हल्की रोटी;टिकिया;मठरी
rust,जंग;मोरचा;जंग लगना;मोरचा लगना
rustic,गंवार;देहाती;सादा
rustle,झडझडाहट;खडखडाहट;झडझडाना
rusty,जंग लगा हुआ;बिगडा हुआ;पुराना
rut,पहिये की लकीर;लीक
ruth,दया;दर्द;तरस;करुणा
ruthless,निर्दयी;निष्ठुर;निर्मोही
sable,घना भूरा;स्याह;काला
sabotage,तोड फोड
sabre,तलवार;कृपाण;खडग
sac,कुप्पी;थैला
saccharine,शक्कर संबन्धी;मीठा;मधुर
sack,बोरा;थैला
sacking,लूटमार
sacrifice,धार्मिक संस्कार
sacrificial,यज्ञ सम्बन्धी;बलिदान विषयक
sacrilegious,पवित्र वस्तु दूषक
sacrosanct,पवित्र;पाक;पावन;पुण्य
sad,उदास;दुखःद;खिन्न;शोकार्त्त
sadden,उदास होना;खिन्न होना
saddle,जीन;काठी;जीन धरना;काठी कसना
safe,सुरक्षित;भयरहित;भलाचंगा;ठीक
safeguard,रक्षा;बचाव;अभयपत्र;बचाना
safely,निर्भय रूप से;सुरक्षित रूप से
safety,निर्भयत्व;रक्षा;बचाव;भयमुक्ति
saffron,केसरिया;जाफरानी;गाढा पीला
sag,लदा हुआ;झुकाना;झुकना;दबना
sage,बुद्धिमान मनुष्य;एक वृक्ष
sail,पाल;जहाज;जहाज में जाना;होना
sailor,मल्लाह;जहाज का नाविक
saint,ऋषि;साधु;पीर;पुण्यात्मा;संत
sake,कारण;प्रयोजन;खातिर;लिहाज;लिए
salacious,कामुक
salacity,काम वृत्ति;कामुकता
salad,कच्चा साग
salamander,समन्दर;आग की क्रीडा;सालामैंडर
salary,वेतन;मासिक वेतन
sale,बेचना;बिक्री;विक्रय;बाजार
salesman,बेचने वाला;विक्रेता
salient,निकला हुआ;उमडा हुआ
saline,खारा;नमक मिला हुआ;नमक की खान
saliva,थूक;राल
salivate,थूकना;मुंह आना
sally,झपट;कूद;आक्रमण
saloon,बैठक;सदर दालान
salt,नमक;लवण;स्वाद;मजाक;बुद्धि
salty,नमकीन;खारा
salutary,आरोग्यजनक;स्वास्थ्यप्रद
salute,सलाम;सत्कार;नमस्कार;तोप छूटना
salvage,बचाना;रक्षा करन
salvation,मुक्ति;मोक्ष;रक्षा;निवारण
salve,औषधि;इलाज;मरहम;दवा करना
salvo,फौजी सलामी;व्यतिरेक;त्याग
sambo,हबशी
sameness,समानता;सदृश्ता
sample,नमूना;आदर्श;मिसाल
sampler,नमूना बनाने वाला
sanction,स्वीकृति;मंजूरी;अनुमोदन
sanctity,पवित्रता;शुद्धता
sanctuary,पवित्र जगह;शरण स्थान
sanctum,पवित्र जगह;एकान्त घर
sand,रेत;बालू
sandalwood,चंदन की लकडी
sandstone,रेतीला पत्थर;भुरभुरा पत्थर
sanguine,रक्तवर्ण;लाल;आशापूर्ण
sanitary,स्वास्थ्य संबंधी;आरोग्यकारक
sanitation,स्वास्थ्य विद्या
sans,बिना;रहित
sap,अर्क;रस;सार;सुरंग लगाना
sapphire,नीलम
sappy,रसयुक्त;सरस;बहुरस;कमजोर
sardonic,बनावटी हंसी;नकली
satan,शैतान;पिशाच
satanic,शैतानी;पैशाचिक
satchel,थैली;बस्ता
sate,तृप्त करना;सन्तुष्ट करना
satellite,उपग्रह;अनुचर
satin,साटन
satire,निन्दोपाख्यान;निंदागर्भ लेख
satirical,उपहासात्मक;निन्दक;मुंहफट
satirist,निन्दोपाख्यान लेखक;निंदक
satisfaction,संतुष्टि;तृप्ति;संतोष;चैन
satisfactory,तुष्टिकारक;संतोषजनक;पर्याप्त
satisfy,संतुष्ट करना;तृप्त करना
saturate,भरना;भिगोना
saturated,भरा हुआ;भीगा हुआ
saturation,परिपूर्णता;भराई;भराव;नमी
sauce,चटनी;चटनी लगाना
saucer,पात्र;प्याला;कटोरा;थाल
saucy,तेज;तीक्ष्ण;धृष्ट;ढीठ
sausage,ससेज
savage,जंगली;असभ्य;बेढंगा
savagery,जंगलीपन;असभ्यता
savanna,बडा मैदान;गोचर;चारागाह
savant,पंडित;विद्वान
save,सिवाय;छोडकर;बचाना;रक्षा करना
saving,किफायती
saviour,बचाने वाला;मुक्ति देने वाला
savour,स्वाद;मजा;महक;बास;स्वाद होना
savoury,स्वादिष्ट;मजेदार;रुचिकर
saw,आरा;कहावत
sawdust,लकडी का बुरादा
say,बयान;व्याख्यान;कहावत;बोलना
saying,बात;कहावत;लोकोक्ति
scab,पपडी;खुरण्ट
scaffold,मचान;चबूतरा
scaffolding,मचान;चौखट
scald,जलाने का दाग;जलन;सिर की रुसी
scale,पलडा;तराजू;सीढी;छिलका;परत;सुर
scallop,एक सीपदार मछली
scalp,खोपडी;खोपडी की खाल
scalpel,चिकित्सक की छुरी
scamp,दुर्जन;बदमाश;गुण्डा;दगाबाज
scamper,भाग;दौड;उडान;भाग जाना
scan,जांचना;परीक्षा करना
scandal,बदनामी;निन्दा;अपवाद
scandalize,बदनाम करना;निन्दा करना
scandalous,बदनामी का;निन्दात्मक;कुत्सित
scant,कम;थोडा;तंग;कंजूस;कृपण
scanty,कम;थोडा;तंग;अपर्याप्त;स्वल्प
scapegoat,भेंट का बकरा
scar,घाव का चिह्न;चिह्न;दाग;चकता
scarce,कम;थोडा;असाधारण;दुष्प्राप्य
scarcely,मुश्किल से;कठिनता से
scarcity,कमी;तंगी;महंगी;दुष्प्राप्यता
scarf,रुमाल;दुपट्टा
scarlet,लाल सूर्ख;चमकीला लाल रंग
scathe,हानि;नुकसान;हानि करना
scathing,हानि पहुंचाने वाला;हानिकारक
scatter,तितर बितर होना;बिखेरना
scene,रंगमंच;रंगभूमि;अभिनय;नकल;नाटक
scenery,चित्र;दृश्य;नाटक का दृश्य
scenic,नाटकीय
scent,खुशबू;महक;सुगन्ध
sceptic,अविश्वासी;शक्की
sceptical,संशयी;अविश्वासी;नास्तिक
schedule,सूची;सूचीपत्र;सूची में रखना
scheme,पद्वति;व्यवस्था;युक्ति;कल्पना
scholar,विद्यार्थी;छात्र;पंडित
scholarly,विद्यार्थी के अनुरूप
scholarship,छात्रवृत्ति;पांडित्य
scholastic,विद्याभिमान
school,पाठशाला;विद्यालय;शिक्षालय
schooling,पाठशाला की शिक्षा;पढाई
schoolteacher,अध्यापक
science,विज्ञान;ज्ञान;विद्या;शास्त्र
scientific,वैज्ञानिक;विद्या सम्बंधी
scientist,वैज्ञानिक
scion,पल्लव;कलम;सन्तान;वंशज
scissors,कैंची;कतरनी
scoff,ताना;हंसी;उपहास;घृणा करना
scold,घुडकना;डांटना;फटकारना
scolding,घुडकी;डांट;फटकार;धमकी
scoop,चमचा;करछा;खोखला करना;खोदना
scope,लक्ष्य;प्रयोजन;अभिप्राय;जगह
scorch,जलना;झुलसना;सूखना;जलाना
score,दरार;फटाव;हिसाब;कोडी
scorn,घृणा;तिरस्कार;नफरत
scornful,घृणा करने वाला;तिरस्कारी
scorpion,बिच्छू;आरी;वृश्चिक
scot,स्कटलैंड निवासी;कर;खिराज
scotch,हल्का जख्म;हल्का घाव
scour,घूमना
scrap,टुकडा;कतरन;चिट
scrapbook,बही
scrape,संकट;कष्ट;दिक्कत;खिंचाव;उलझन
scratch,खोंच;खराश
scratchy,खुरचने वाला
scrawl,घसीटी लिखावट;अस्पष्ट लेख
scrawny,दुबला;पतला;दुर्बल;कमजोर
scream,चीख;चीत्कार;कूक;चीखना
screech,घू घू;चिल्लाने वाला;उल्लू
screen,ओट;परदा;आड;झरना;झांप;छलनी
screw,पेंच;पेंच से कसना;पेंच कसना
scribble,घसीट;अस्पष्ट लेख;घसीटना
scribe,लेखक;धर्म शास्त्र;शिक्षक
scrimmage,मुठभेड;हाथापाई
script,हस्त लेख;लघु लेख;पत्रिका
scripture,लेख;धर्म पुस्तक;पवित्र लेख
scroll,लपेटा हुआ;कागज का मुट्ठा;सूची
scrub,अधम;नीच;कमीना
scruple,शंका;शक;हिचक
scrupulous,संदेही;शक्की;चौकस;बुद्धिमान
scrupulousity,संदेह;दुविधा;चौकसी;बुद्धिमानी
scrutinize,परीक्षा करना;जांचना
scrutiny,परीक्षा;जांच;अनुसन्धान;तलाश
scud,दौड;रेलपेल;उडता हुआ बादल
scuffle,कुश्ती;लडाई;खेंचाखेंची
sculptor,संगतराश
sculpture,संगतराशी
scum,फेन;झाग;गाद;मैल;तलछट
scurry,द्रुत गमन;तेज चाल;शीघ्र चलना
scuttle,टोकरा;तसला;झबरा
sea,समुद्र;सागर;महासागर
seaboard,समुद्र का किनारा
seafarer,मल्लाह;जहाजी;नाविक
seagoing,समुद्रगामी
seam,सीवन;सिलाई;चिह्न;दाग;निशान
seaman,नाविक
seamstress,दरजिन;सीनेवाली
seaplane,सामुद्रिक वायुयान
seaport,समुद्रतट का बंदरगाह;नौकाश्रय
search,अनुसन्धान;खोज;परीक्षा;तलाश
searchlight,बहुत तेज बिजली;बत्ती
season,मौसम;ऋतु;फसल;उपयुक्त काल
seasonal,मौसमी
seasoning,स्वादिष्ट बनानेवाली वस्तु
seat,कुरसी;बेंच;आसन;चौकी;पीढा;सदर
secede,बाहर करना;निकाल देना;अलग करना
secession,त्याग;फूट;अलग होना
seclude,पृथक रहना
seclusion,अलग होना;विरक्तता;पृथकता
second,दूसरा;द्वितीय
secondary,दूसरे दरजे का;अप्रधान;मातहत
secondly,दूसरे;दूसरे स्थान में
secrecy,गुप्तता
secret,छिपा हुआ;गुप्त;दर-परदा;अप्रकट
secretariat,सचिवालय
secretary,सचिव;लेखक;मन्त्री
secrete,छिपाना;लुकाना
secretion,स्त्राव;स्त्रावण
secretive,शरीर का मलोत्पादक;उद्रेच
sectarian,सम्प्रदाय;विशेष सम्बन्धी
section,काटना;अंशना;भागना;खण्डना
sector,एक यंत्र सेक्टर;त्रिज्यखंड
secular,लौकिक;संसारी;गृहस्थी
secure,सुरक्षित;निर्भय;निःशंक
security,सुरक्षितता;निर्भयता;निश्चितता
sedan,डोली;मोटरकार;नालकी;पालकी
sedate,धीर;धीमा;गंभीर;स्थिर
sedative,सन्तोष देनेवाला;सन्तोषदायक
sedentary,गतिहीन;मन्द;सुस्त;गतिरहित;अनुद्योगशी
sediment,तलछट;गाद;मैल
sedition,दंगा;हुल्लड;बलवा;विद्रोह
seditious,उपद्रवी;राजद्रोही;बगावत का
seduce,बहकाना;फुसलाना;बिगाडना
seduction,धोखा देना;फरेब;लालच;फुसलाहट
seed,बीज;नसल;औलाद;सन्तान;वंश;जड
seedless,बीजरहित
seedling,अंकुर
seeing,यह देखते हुए;चूंकि;इसलिए कि
seek,तलाश करना;ढूंढना;सुराग लगाना
seem,प्रतीत होना;जान पडना
seeming,प्रकट;दिखलावटी
seesaw,लडकों क खेल;झूला;उतार चढाव
seethe,उबालना;खौलाना;जोश देना;उबलना
segment,खंड;फांक;हिस्सा;टुकडा
segregate,पृथक करना;अलग रखना
segregation,पृथकत्व;जुदाई;वियोग;अलगाव
seine,महाजाल
seismic,भूकम्प सम्बन्धी
seismology,भूगोल विद्या
seize,कब्जा करना;पकडना;धरना;छीनना
seizing,पकड;धारण;अधिकार कर लेना
seizure,ग्रहण;धारण;हरण;पकड;जब्ती
seldom,कभी कभी;थोडा;बिरले
select,चुन लेना;छाटना;बीनना;बेराना
selection,चुनाव;पसन्द;इन्तखाब
self,आप;खुद;स्वयं;वही;अपना;निज का
selfish,स्वार्थी;मतलबी;स्वार्थपरायण
selfishness,स्वार्थपरायणता;खुदगर्जी
sell,बेचना;बिक्री करना
seller,बेचनेवाला;बिक्री करनेवाला
semblance,सादृश्य;एक रूपता;आकार;रूप
semi,आधा;अर्ध
semiannual,अर्द्धवर्षीय;अर्द्धवार्षिक
seminal,बीज सम्बन्धी;वीर्य सम्बन्धी
seminary,पाठशाला;विद्यालय;मदरसा;कलिज
senate,मंत्री सभा;व्यवस्थापिका सभा
senator,सभासद;सेनेट का मेम्बर
send,भेजना;पठाना;फेंकना;डालना
sender,भेजनेवाला;रवानगी करने वाला
sendoff,प्रस्थान;रवानगी
senile,बुढापे का
senility,बुढापा;वृद्धावस्था
senior,उच्चतर;ज्येष्ठतर;ज्येष्ठता
seniority,श्रेष्ठता;ज्येष्ठता
sensation,इन्द्रियज्ञान;इन्द्रियबोध
sense,इन्द्रिय;ज्ञान शक्ति;होश;हवास
senseless,निरर्थक;नादान;अचेतन;बुद्धिहीन
sensibility,बोध;समझ
sensitive,सचेतन;शीघ्रग्राही
sensual,इन्द्रिय विषयक
sensuality,विषय भोग;विषयासक्ति
sensuous,इन्द्रिय सम्बन्धी
sentence,वाक्य;पद;वचन;उक्ति;निर्णय
sentiment,भाव;राग;बुद्धि;मत
sentimental,भावित;रसिक;रसिया;ह्रदयवेधक
sentimentality,भावुकता;नाजुक;ख्याली;रसिकता
sentinel,पहरेदार;चौकीदार;सन्तरी
sentry,सन्तरी;पहरेवाला सिपाही
separate,पृथक किया हुआ;अलग;पृथक करना
separately,पृथक पृथक;अलग अलग
separation,पृथक करना;वियोग;भिन्नता
separatist,पृथक होनेवाला;विमुख;विरुद्ध
sept,जाति;वंश;घराना;कुल;गोत्र;घेरा
septic,सडानेवाला;गलानेवाला
sepulchre,कब्र;समाधि;गाडना;दफन करना
sequel,परिणाम;नतीजा;अन्त;फल
sequence,क्रम;अनुक्रम;श्रेणी;सिलसिला
sequester,जुदा करना
sequestration,छेद;रोक
sera,सराय;पन्थशाला;पथिकाश्रम
sere,सूखा;मुरझाया हुआ
serene,निर्मल;साफ;स्थिर;चुपचाप;धीमा
serenity,शान्ति;धीरता;स्वच्छता
serge,सर्ज;एक ऊनी कपडा
sergeant,सार्जण्ट;एक सैनिक पदाधिकारी
serial,सिलसिलेवार;क्रमिक;क्रमानुसार
series,पंडित;श्रेणी क्रम;तरतीब;माला
serious,धीर;गम्भीर;संजीदा;भारी
seriousness,संजीदगी;गम्भीरता;बडा ध्यान
sermon,धर्मोपदेश;गम्भीर सलाह;उपदेश
serpent,सांप;सर्प
serpentine,सर्पवत;पेंचदार;सर्पवत;पेंचदार
serum,खून का पानी;दूध का पानी
servant,नौकर;चाकर;दास;मुलाजिम;सेवक
serve,सेवा करना;काम करना;टहल करना
service,सेवा;टहल;नौकरी;काम;पद;आराधना
serviceable,काम का;काम आनेवाला;उपयोगी
servitude,गुलामी;ताबेदारी;दासपना;दासत्व
sesame,तिल
set,दृढ;स्थापित;अस्त होना;डूबना
setback,रोक;बाधा;विघ्न
setter,अक्षर बैठानेवाला;कम्पोजीट
setting,अस्त;डूबना
settlement,जमाव;बैठाव;बन्दोबस्त;निबटारा
settler,बसने वाला;निवासी
seven,सात
sevenfold,सात गुणा
seventeen,सत्रह
seventeenth,सत्रहवां
seventh,सातवां
seventieth,सत्तरवां
seventy,सत्तर
sever,पृथक करना;अलहदा करना;अलग रखना
several,भिन्न;पृथक;अलग;अनेक;की
severance,पृथकत्व;वियोग;जुदाई;बंटवारा
severe,संजीदा;गम्भीर;कठिन;कठोर;तेज
sew,सीना
sewer,सीनेवाला;दर्जी;नाली;मोरी
sewerage,नालियां
sex,लिंग भेद;जाति
sexton,कब्र खोदनेवाल
shabby,नीच
shackle,बेडी;जंजीर;पकडी;बेडी डालना
shade,छाया;परछाई;अंधेरापन;अप्रकाश
shadow,छाया;परछाईं;प्रतिबिंम्ब
shady,छायादार;छायाजनक
shaft,तीर;लम्बा तीर;डंडा;छड
shaggy,झबरा;बालदार;खुरदरा
shake,हिलाव;डगमगाहट;कंपकंपी;रगड
shaky,कमजोर;डगमगाता हुआ;अस्थिर;ढीली
shale,भूसी;छिलका
sham,झूठा;नकली;बनावटी;बनावट;झूठ
shamble,मटक कर चलना
shambles,कसाईखाना;कलिया बाजार
shame,लज्जा;लाज;शिष्टता;लाज;शर्म
shameful,लज्जित;निन्दनीय;बुरा
shameless,निर्लज्ज;अविनीत;धृष्ट
shampoo,मालिश करना;दबाना
shamrock,तिपतिया
shank,पिंडुली;हथियार का डंड
shanty,कुटी;झोपडी;कुटिया
shape,शक्ल;सूरत;रूप;आकार;नमूना
shapely,सुडौल;अच्छी शक्ल का;सुरूप
shard,ठीकरा;खपरा;अंडे का छिलका
share,भाग;हिस्सा;बखरा;शेअर भाग
shareholder,हिस्सेदार;पट्टीदार;साझी
shark,शार्क मछली;धोखा देने वाला;ठग
sharp,पतली धार का;पैना;तेज;तीक्ष्ण
sharpen,तेज करना;सान धरना;तेज होना
sharper,ठग;छली;धोखा देने वाला
sharply,तेजी से;जळी से;शीघ्रता से
shatter,टुकडे टुकडे करना
shave,हजामत;पतला टुकडा;काट
shaver,हज्जाम;नाऊ;लुटेरा;मुंडने वाला
shawl,शाल;दुशाला
shear,कैंची से काटना;कतरना;काटना
shears,कैंची;कतरनी
sheath,मियान;गिलाफ;खोल
shed,छप्पर;झोंपडा;ओसारी;सायबान
sheen,चमक;ज्योति;रोशनी
sheep,भेड;भेडी;मेष
sheik,शेख
shelf,ताक;अलमारी
shell,छिलका;खोल;घोंघा;मोहरा
shellfish,घोंघा;सीपदार मछली
shelter,आड;शरण;पनाह;आश्रय;रक्षक
shelve,ताक पर रखना;मुल्तवी करना
shepherd,गडरिया;गल्लाबान;चरवाहा
sheriff,फौजदार
shield,ढाल;फरी;बचाव;रक्षा;आड
shift,तबदीली;परिवर्तन;उपाय;पनाह;शरण
shilling,एक अग्रेंजी मुद्रा;शिलिङ्ग
shin,अग्र जंघा;नली
shine,धूप;खुला मौसम;चमक;रोशनी
shingle,पतला तख्ता
shingles,एक रोग;खुजली;दाद
shiny,चमकीला;रोशन;साफ;खुला
ship,पोत;जहाज;जहाज पर लादना
shipbuilder,जहाज बनानेवाला
shipbuilding,जहाज का बनाना
shipping,नौका समूह
shipwreck,नाश करन
shire,प्रांत;जिला;मुल्क का हिस्सा
shirk,काम चोर;चाल बाज;बचना;खिसकना
shirt,कमीज;कुर्ता;शर्ट
shiver,टुकडा;फांक;पतला टुकडा;टूटन
shoal,झुंड;गिरोह;समूह;रेती
shock,धक्का;धमक;संघर्ष;टक्कर;मुठभेड
shocking,उद्वेगकर;अप्रीतिकर
shoddy,निकम्मा;बेकाम
shoe,पादुका;जूता;नाल;जूता पहनाना
shoelace,जूते का फीता
shoemaker,मोची;जूता बनानेवाला
shoestring,जूते का फीता
shoo,भागोना;चले जाओ ना
shoot,गोली मारना;बाण मारना;छोडना
shooter,गोली चलाने वाला
shop,दूकान;हाट
shopkeeper,दुकानदार
shopping,बाजार करना
shore,समुद्र का किनारा;समुद्र तट
short,छोटा;अदीर्घ;लघु;नाटा
shortage,कमी
shorten,कम करना;पटाना;छोटा करना
shorthand,संक्षिप्ताक्षरलिपी
shortly,जळी मे;थोडी देर में
shortness,छोटाई;कमी;लघुता;न्यूनता
shorts,भूसी;चोकर
shoulder,कन्धा;सहारा;कन्धा मारना
shout,शोर;गुल गपाडा;हुल्लड;जय जयकार
shove,धक्का;रेला;ढकेलना;रेलना
shovel,खुरपा;बेलचा;बेलचा से फेंकना
show,तमाशा;ठाठ;प्रकाश;दिखावा
shower,बौछार;झडी;रेल पेल;बरसना
showy,दिखलावटी;नुमाइशी;भडकीला
shred,कतरन;धज्जी;टुकडा
shrewd,नटखट;चिडचिडा;धूर्त;चालाक;चतुर
shriek,किलकारी;चिल्लाहट;चीख;कूक
shrift,पापमोचन
shrill,कर्णवेधी;महीन आवाज का;तेज
shrine,पवित्र द्रव्यागार;मन्दिर
shrink,सिकुडन;सिमटन;झिझक;सिकुडना
shroud,कफन;शव परिधान
shrub,छोटा पेड;झाडी;मदिरा
shrubbery,झाडी;बन
shrug,कन्धा झाडना;सिकोडना;समेटना
shudder,कंपकंपी;थरथराहट;कांपना
shuffle,गडबड करना;टाल मटोल
shun,अलग रहना;किनारा करना;बचाना
shunt,रेलगाडी हटाना;राह बदलना
shut,बन्द;बन्द खिडकी;झिलमिल
shutdown,काम बन्द करना
shutout,बाहर रोकना;बाहर रोक देना
shutter,किवाड;झिलमिली;पर्दा;चिक;झांप
shuttle,शटल;ढरकी
shy,लजीला;संकोची;डरपोक;भीरु
shyness,लजीला;संकोची
sick,रुग्ण;रोगी;बीमार
sicken,बीमार करना;बीमार होना
sickening,दुःखद;बीमार;जलानेवाला;अरुचिकर
sickle,हंसिया;दरांती
sickly,बीमार;रोग शील;रोगिहा;सुस्त
sickness,रुग्णता;रोग;बीमारी;मतली
side,पक्षीय;किनारे का;बगली;तिरछा
sideways,करवट के बल;तिरछा
siege,घेर;घेरा डालना;नगर परिवेष्ठन
sieve,छलनी;झरना;चालना
sift,छानना;चालना;परखना;निर्णय करना
sigh,गहरी सांस;आह;निःश्वास
sight,देखना;दृष्टि;दर्शन;नजर;अवलोकन
significance,महत्व;गौरव;प्रतिष्ठा;अर्थ
significant,सार्थक;अर्थ प्रकाशक;सूचक
signify,सूचित करना;बताना;प्रकट करना
silence,चुप्पी;निःशब्दता;शब्दाभाव;मौन
silent,चुप;मौन;सुनसान;खामोश;शांत
silica,पत्थर
silkworm,रेशम का कीडा
silky,रेशमी;नर्म;कोमल;चिकना
sill,देहलीज;चौखट
silly,मूर्ख;अनाडी;भोला;दुर्बल;मूर्ख
silver,चांदी का;चांदी
silverware,चांदी के जेवर
silvery,चांदी के सदृश;उज्जवल;सफेद
similar,समान;सदृश;एकसा
similarity,समानता;सदृश्यता;सादृश्य
similarly,उसी प्रकार;सादृश्य से
simmer,थोडा थोडा खोलना;गुनगुनाहट
simple,सीधा;अकेला;निरा;सादा;भोला
simplification,लघुकरण
simplify,स्पष्ट करना;सरल करना
simply,साफ साफ;सरलता से;निष्कपटता से
simulate,बनावटी;झूठा;जाली;बहानेबाज
simulation,बनावट;कपट;पाखण्ड;छद्मवेष धारण
simultaneous,समकालीन;समकालिक
sin,पाप;अपराध;दोष;खता;पाप कराना
since,क्योंकि;इसलिए;इस कारण से;से
sincere,सच्चा;खरा;शुद्ध;स्वच्छ
sincerely,ईमानदारी से;निष्ठा से
sincereness,ईमानदारी;सच्चाई;खराई
sine,रेखा विशेष;जीवा;द्विज्या;हीन
sing,गाना;सराहना;प्रशंसा करना
singe,जलाना;झुलसाना;ना
singer,गानेवाला;गवैया;गायक
single,एक;अकेला;केवल;अलग;न्यारा
singly,अकेला;सच्चाई से
singular,एक वचन;बडा;विख्यात;अनोखा
sinister,बायां;बुरा;अशुभ;कुटील;मनहूस
sink,सिंक;नाली;मोरी;डुबाना;गिराना
sinking,डूबना
sinner,पापी;पातकी;दोषी
sinus,मोड;छेद;दरार;खाडी;नासूर
sip,घूंट;चुसकी;घूंट लेना;सुडकना
siphon,टेढी नली;नाली;एक यंत्र
sir,महाशय;महोदय;जनाब;साहब;बहादुर
sire,पिता;पुरखा;कर्तार;नरपशु
sister,बहिन;जीजी;भगिनी
sisterhood,भगिनी समाज;बहिनपन;भगिनीत्
sit,बैठना;अड्डेपर बैठना
site,स्थान;जगह;स्थिति;ठौर
sitting,बैठक;आराम करना;सभा;जलसा;बैठक
situated,स्थित;स्थापित
situation,स्थिति;स्थान;ठौर;अवस्था;गत
six,छः
sixfold,छः गुना
sixteen,सोलहवां भाग
sixteenth,सोलहवां
sixth,छठवां;छठवां भाग
sixtieth,साठ;साठवां भाग
sixty,साठ
sizable,डीलवाला;बहुत लम्बा चौडा;बडा
size,आकार;परिणाम;डील;सरेस;लासा
skeleton,अस्थिपंजर;शरीर का अस्थिमात्र
sketch,कच्चा ढांचा;नक्षा;मसौदा
sketchy,अधूरा
skew,टेढा;तिरछा
skewer,कबाब का सींकचा;कील;सीख;सलाई
skid,फिसलन
skiff,डोंगी;छोटी नाव
skill,विद्या;गुण;प्रवीणता;निपुणता
skilled,निपुण;गुणी;पटु;चतुर;कुशल
skillet,कडेदार डेगची
skim,झाग;फेन;फफूंदन
skimmer,कलछी;झरनी
skin,खाल;चमडा;छाल;छिलका;झिल्ली
skinny,चमडादार;केवल चमडादार
skip,उछल;कूद;फलांग;भूल;छूट;चूक
skirmish,हल्की लडाई;लडाई भिडाई;झगडा
skirt,स्कर्ट;कोर;छोर;आंचल;किनारा
skittish,लजीली;भीरु;भडकीली;चंचल;चपल
skull,खोपडी;कपाल
sky,आकाश;गगन;आसमान;अंतरिक्ष
skylark,चक्रवाक;लवा
skylight,झरोखा;रोशनदान
skyline,क्षितिज;आकाश वृत्त
skyscraper,बहुत ऊंची वस्तु
skyward,आकाश की ओर
slab,तख्ता
slack,ढीला;मन्द;निर्बल;सुस्त
slacken,ढीला करना;मन्द करना
slag,धातु का मैल;ज्वालामुखी
slam,धडक;जोर
slander,कलंक;अपयश;अपवाद
slanderous,मिथ्यावादक;मिथ्या;निन्दक;झूठा
slang,गंवारु बोली
slant,झुका हुआ;टेढा;तिरछा
slanting,टेढा;तिरछा;झुका हुआ
slap,तमाचा;चपत;थप्पड;धौल;चपत जमाना
slash,चीर;काट;चाक;लम्बे टुकडे काटना
slate,स्लेट
slaughter,हत्या;वध;संहार;हत्या करना
slave,दास;टहलुआ;चाकर;किंकर
slavery,किङ्करता;गुलामी;दासता;दासत्व
slavish,दास सम्बन्धी;दासवत;कमीना;नीच
slay,मार डालना;वध करना;घात करना
sledge,भारी हथौडा
sleek,चिकना;चमकीला;चिकना;चमकाना
sleep,विश्राम;आराम;नींद;निद्रा
sleeper,सोनेवाला;स्लीपर;लकडी की फाट
sleeve,आस्तीन;कपडे की बांह
sleight,जुगत;धूर्तता;छलबल;डीठबन्दी
slender,दुबला;पतला;क्षीण;निर्बल
slice,फांक;फांकी;टुकडा;चौडा;चाकू
slide,फिसलने वाली वस्तु
slight,क्षीण;निर्बल;तुच्छ;छींटा;पतला
slim,पतला;निर्बल;तुच्छ
slime,चिपकती हुई वस्तु;लसलसी मिट्टी
slimy,चिकनी मिट्टी का;चिकना;लसलसा
sling,गुलेल
slip,फिसल;खसक;भूल;गलती;डाली;टुकडा
slipper,स्लीपर;बेतला जूता;ढीला जूता
slippery,चिकना;अस्थिर;अनिश्चित;अपवित्र
slipshod,स्लीपर पहने हुए
slit,चोर;काट;लम्बा छेद;दरार
slither,फिसलना;सरकना
sliver,लम्बा टुकडा
slop,शराब;पीने की वस्तु;ठर्रा शराब
slope,ढाल;झुकाव;झुकाना;ढालू होना
sloping,क्रमशः निम्न;ढालू;झुका हुआ
sloth,आलस्य;सुस्ती;काहिली
slouch,नीची दृष्टि;गंवारू चाल
slough,घसाव;दलदल;कीचड;सांप की केंचुल
slow,धीमा;आलसी;सुस्त;ढीला;अचेत
sludge,मिट्टी;कीचड
slug,सुस्त;आलसी आदमी
sluggish,आलसी;दीर्घमूत्री;धीमा;ढीला
